ORF	start	stop	orientation	name	function	class	subclass	EC	LocateP Subcellular Localization Prediction				
lp_0264	237710	239704	+	pts4ABC	PTS system, trehalose-specific IIBC component	Transport and binding proteins	PTS systems	2.7.1.69	@Multi-transmembrane				
lp_0265	239927	241894	+	pts5ABC	PTS system, trehalose-specific IIBC component	Transport and binding proteins	PTS systems	2.7.1.69	@Multi-transmembrane				
lp_0266	241942	242721	-	lp_0266	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0267	243093	243494	+	tagD1	glycerol-3-phosphate cytidylyltransferase	Cell envelope	Teichoic acid biosynthesis	2.7.7.39	@Intracellular				
lp_0268	243522	244727	+	tagF1	CDP-glycerol glycerophosphotransferase 	Cell envelope	Teichoic acid biosynthesis	2.7.8.12	@Intracellular				
lp_0269	244771	247599	+	tagF2	CDP-glycerol glycerophosphotransferase / glycosyltransferase	Cell envelope	Teichoic acid biosynthesis	2.7.8.12/2.4.1.-	@Intracellular				
lp_0271	247890	248450	+	lp_0271	aromatic acid carboxylyase, subunit B (putative)	Hypothetical proteins	Conserved: putative function	4.1.1.-	@Intracellular				
lp_0272	248456	248863	+	lp_0272	aromatic acid carboxylyase, subunit D (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_0273	249160	249597	-	lp_0273	transcription regulator, Rrf2 family (putative)	Regulatory functions	Other		@Intracellular				
lp_0274	249782	250468	+	lp_0274	transcription regulator, TetR family (putative)	Regulatory functions	TetR/AcrR-family regulators		@Intracellular				
lp_0275	250642	252033	+	mntH1	manganese transport protein	Transport and binding proteins	Cations		@Multi-transmembrane				
lp_0276	252171	252815	-	lp_0276	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_0277	252874	253176	-	lp_0277	extracellular protein	Hypothetical proteins	Not conserved: other		@N-terminally anchored (with CS)				
lp_0279	253220	253468	-	lp_0279	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0280	253772	255169	-	lp_0280	transport protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_0281	255261	255650	+	lp_0281	transcription regulator, MerR family	Regulatory functions	MerR-family regulators		@Intracellular				
lp_0282	255808	257181	-	hpk2	histidine protein kinase; sensor protein	Regulatory functions	Two-component regulators	2.7.3.-	@Multi-transmembrane				
lp_0283	257171	257872	-	rrp2	two-component response regulator	Regulatory functions	Two-component regulators		@Intracellular				
lp_0284	258029	258322	+	lp_0284	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_0285	258406	259134	+	lp_0285	transcription regulator, RpiR family	Regulatory functions	RpiR-family regulators		@Intracellular				
lp_0286	259439	260761	+	pts6C	cellobiose PTS, EIIC	Transport and binding proteins	PTS systems	2.7.1.69	@Multi-transmembrane				
lp_0287	260920	261228	-	lp_0287	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_0289	261457	261708	+	lp_0289	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_0290	261869	262897	-	lp_0290	transcriptional attenuator, cell envelope-related, LytR family	Regulatory functions	LytR-family regulators		@N-terminally anchored (No CS)				
lp_0291	263170	264561	+	lp_0291	FAD/FMN-containing dehydrogenase	Hypothetical proteins	Conserved: putative function	1.-.-.-	@Intracellular				
lp_0292	264711	265013	+	lp_0292	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_0293	265061	265750	+	lp_0293	GTP pyrophosphokinase (putative)	Purines, pyrimidines, nucleosides and nucleotides	Nucleotide and nucleoside interconversions	2.7.6.5	@Intracellular				
lp_0294	266012	266581	-	lp_0294	transcription regulator, TetR family (putative)	Regulatory functions	TetR/AcrR-family regulators		@Intracellular				
lp_0295	266762	270892	+	lp_0295	transport protein, MMPL family	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_0296	271075	271635	+	tag1	DNA-3-methyladenine glycosylase I	DNA metabolism	DNA replication recombination, and repair	3.2.2.20	@Intracellular				
lp_0297	271879	273933	+	lp_0297	extracellular protein	Cell envelope	Cell surface proteins: other		@N-terminally anchored (with CS)				
lp_0298	274259	275734	+	lp_0298	ABC transporter, permease protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_0299	275749	276405	+	lp_0299	ABC transporter, ATP-binding protein	Transport and binding proteins	Unknown substrate		@Intracellular				
lp_0300	276540	277298	-	lp_0300	membrane-bound protease, CAAX family	Cell envelope	Cell surface proteins: membrane bound		@Multi-transmembrane				
lp_0301	277397	278113	-	lp_0301	membrane-bound protease, CAAX family	Cell envelope	Cell surface proteins: membrane bound		@Multi-transmembrane				
lp_0302	278238	279038	-	lp_0302	extracellular transglycosylase (putative)	Cell envelope	Cell surface proteins: peptidoglycan-bound		@Secretory(released) (with CS)				
lp_0304	280092	280727	-	lp_0304	extracellular transglycosylase (putative)	Cell envelope	Cell surface proteins: peptidoglycan-bound		@Secretory(released) (with CS)				
lp_0305	281135	281431	-	gcsH1	glycine cleavage system, H protein	Energy metabolism	Amino acids and amines		@Intracellular				
lp_0306	281519	282433	-	lp_0306	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0307	282433	283146	-	lp_0307	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0308	283149	285515	-	lp_0308	DNA helicase (putative)	DNA metabolism	DNA replication recombination, and repair		@Intracellular				
lp_0309	285938	286297	-	lp_0309	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_0310	286486	287679	+	ack2	acetate kinase	Energy metabolism	Fermentation	2.7.2.1	@Intracellular				
lp_0311	287812	288252	-	lp_0311	acetyltransferase (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_0312	288326	288745	+	lp_0312	transcription regulator, MarR family	Regulatory functions	MarR-family regulators		@Intracellular				
lp_0313	288937	290136	+	ndh1	NADH dehydrogenase	Energy metabolism	Electron transport	1.6.99.3	@Intracellular				
lp_0314	290271	290600	+	lp_0314	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_0315	290706	291773	-	potD	spermidine/putrescine ABC transporter, substrate binding protein	Transport and binding proteins	Amino acids, peptides and amines		@N-terminally anchored (No CS)				
lp_0316	291773	292585	-	potC	spermidine/putrescine ABC transporter, permease protein	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_0317	292588	293418	-	potB	spermidine/putrescine ABC transporter, permease protein	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_0318	293433	294527	-	potA	spermidine/putrescine ABC transporter, ATP-binding protein	Transport and binding proteins	Amino acids, peptides and amines		@Intracellular				
lp_0319	294601	295140	-	lp_0319	transcription regulator, spermidine/putrescine transport operon	Regulatory functions	Other		@Intracellular				
lp_0320	295612	296085	-	lp_0320	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0321	296263	296745	+	lp_0321	acetyltransferase (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_0322	296752	297276	+	lp_0322	acetyltransferase (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_0324	297373	297555	+	lp_0324	unknown	Hypothetical proteins	Not conserved: other		@Multi-transmembrane				
lp_0325	297819	298169	+	lp_0325	acetoin transport repressor, GntR family	Regulatory functions	GntR-family regulators		@Intracellular				
lp_0326	298172	299062	+	lp_0326	acetoin ABC transporter, ATP-binding protein	Transport and binding proteins	Carbohydrates, organic alcohols and acids		@Intracellular				
lp_0327	299078	300088	+	lp_0327	unknown	Hypothetical proteins	Not conserved: other		@Multi-transmembrane				
lp_0329	300200	301564	-	acdH	acetaldehyde dehydrogenase	Energy metabolism	Fermentation	1.2.1.10	@Intracellular				
lp_0330	301990	302850	+	fba	fructose-bisphosphate aldolase	Energy metabolism	Glycolysis	4.1.2.13	@Intracellular				
lp_0331	303149	304462	-	xylP1	GPH family transporter, carbohydrate proton symport, isoprimoverose like	Transport and binding proteins	Carbohydrates, organic alcohols and acids		@Multi-transmembrane				
lp_0332	304635	305534	-	lp_0332	extracellular protein (putative)	Hypothetical proteins	Conserved: other		@N-terminally anchored (No CS)				
lp_0333	305550	305747	-	lp_0333	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0334	306430	307839	+	pepD2	dipeptidase	Protein fate	Degradation of proteins, peptides, and glycopeptides	3.4.13.-	@Intracellular				
lp_0335	307908	308150	+	lp_0335	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0336	308282	308842	+	lp_0336	biotin transporter (putative)	Hypothetical proteins	Conserved: putative function		@Multi-transmembrane				
lp_0337	308883	309851	+	birA1	biotin--[acetyl-CoA-carboxylase] ligase and biotin operon repressor	Biosynthesis of cofactors, prosthetic groups, and carriers	Biotin	6.3.4.15	@Intracellular				
lp_0338	309851	310162	+	lp_0338	CHY zinc finger protein	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0339	310326	311498	+	lp_0339	aminotransferase	Energy metabolism	Amino acids and amines		@Intracellular				
lp_0340	311680	312843	-	lp_0340	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0343	313438	314250	+	tagG	teichoic acid ABC transporter, permease protein	Transport and binding proteins	Carbohydrates, organic alcohols and acids		@Multi-transmembrane				
lp_0344	314266	315354	+	tagH	teichoic acid ABC transporter, ATP-binding protein	Transport and binding proteins	Carbohydrates, organic alcohols and acids		@Intracellular /TMH start  AFTER 60				
lp_0346	315736	316005	+	lp_0346	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_0347	316235	316774	+	lp_0347	transcription regulator, PadR family 	Regulatory functions	Other		@Intracellular				
lp_0348	316774	318216	+	lp_0348	transport protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_0349	318552	319865	-	amtB	ammonium transport protein	Transport and binding proteins	Cations		@Multi-transmembrane				
lp_0350	320360	321316	+	hicD1	L-2-hydroxyisocaproate dehydrogenase	Energy metabolism	Amino acids and amines	1.1.1.-	@Intracellular				
lp_0351	321422	321688	+	lp_0351	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane(Lipid modified N-termini)				
lp_0353	321925	322485	-	zmp1	extracellular zinc metalloproteinase, M10 family (putative)	Cell envelope	Cell surface proteins: other	3.4.24.-	@Secretory(released) (with CS)				
lp_0354	322679	323344	+	rpiA2	ribose 5-phosphate epimerase	Energy metabolism	Pentose phosphate pathway	5.3.1.6	@Intracellular				
lp_0355	323497	324999	+	lp_0355	multicopper oxidase (putative)	Cellular processes	Other		@Intracellular				
lp_0357	325267	325632	+	lp_0357	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_0358	325751	326257	-	lp_0358	phospholipid-binding protein	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_0359	326291	327484	-	lp_0359	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0360	327579	328061	+	lp_0360	transcription regulator, Rrf2 family (putative)	Regulatory functions	Other		@Intracellular				
lp_0361	328083	328535	+	lp_0361	unknown	Hypothetical proteins	Not conserved: other		@N-terminally anchored (No CS)				
lp_0362	328642	329211	+	accB3	acetyl-CoA carboxylase, biotin carboxyl carrier protein	Fatty acid and phospholipid metabolism	Fatty acid biosynthesis	6.4.1.2	@Intracellular				
lp_0363	329383	330300	-	lp_0363	purine nucleosidase	Purines, pyrimidines, nucleosides and nucleotides	Nucleotide and nucleoside interconversions	3.2.2.1	@Intracellular				
lp_0364	330437	331333	+	lp_0364	short-chain dehydrogenase/oxidoreductase	Energy metabolism	Aerobic		@Intracellular				
lp_0365	331776	333653	+	lp_0365	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_0366	333831	334274	-	lp_0366	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0367	334512	336035	+	choS	glycine betaine/carnitine/choline ABC transporter, substrate binding and permease protein	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_0368	336039	337007	+	choQ	glycine betaine/carnitine/choline ABC transporter, ATP-binding protein	Transport and binding proteins	Amino acids, peptides and amines		@Intracellular				
lp_0369	337088	338416	+	gshR1	glutathione reductase	Biosynthesis of cofactors, prosthetic groups, and carriers	Glutathione, thioredoxin, and glutaredoxin	1.8.1.7	@Intracellular				
lp_0370	338885	340399	+	glpK	glycerol kinase	Fatty acid and phospholipid metabolism	Glycerolipid metabolism	2.7.1.30	@Intracellular				
lp_0371	340417	342243	+	glpD	glycerol-3-phosphate dehydrogenase, FAD-dependent	Fatty acid and phospholipid metabolism	Glycerolipid metabolism	1.1.99.5	@Intracellular				
lp_0372	342261	342980	+	glpF3	glycerol uptake facilitator protein	Transport and binding proteins	Carbohydrates, organic alcohols and acids		@Multi-transmembrane				
lp_0373	343570	347262	+	lp_0373	cell surface protein precursor 	Cell envelope	Cell surface proteins: LPxTG anchor		@LPxTG Cell-wall anchored				
lp_0374	347267	349051	+	lp_0374	extracellular protein	Cell envelope	Cell surface proteins: other		@N-terminally anchored (No CS)				
lp_0375	349069	349485	+	lp_0375	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0376	349537	349797	+	lp_0376	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_0377	349902	350177	+	lp_0377	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_0379	350484	351398	+	lp_0379	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0381	352126	352665	+	lp_0381	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0382	352683	352943	+	lp_0382	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_0383	353063	353263	+	lp_0383	unknown	Hypothetical proteins	Not conserved: other		@Multi-transmembrane				
lp_0384	353355	353627	+	lp_0384	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0385	353648	354031	+	lp_0385	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0387	354484	354672	+	lp_0387	unknown	Hypothetical proteins	Not conserved: other		@Multi-transmembrane				
lp_0388	355101	355505	+	lp_0388	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_0391	356779	357054	+	lp_0391	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane				
lp_0393	357387	358001	-	thgA1	galactoside O-acetyltransferase	Central intermediary metabolism	General	2.3.1.18	@Intracellular				
lp_0394	358008	359159	-	lp_0394	transport protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_0395	359166	359954	-	lp_0395	hydrolase, HAD superfamily, Cof family	Hypothetical proteins	Conserved: putative function		@Intracellular				
